ID_objet;Date;Heure;Longitude;Latitude;Categ;Ss_categ;Etat;Quantite
1884;18/09/17;01:45:06;1,495765377;43,54878095;Materiaux;Carton;Abime;3
1885;25/09/17;20:59:46;1,362052791;43,65064016;Vetement/textile;Enfant;Inconnu;3
1886;21/09/17;18:53:56;1,474336628;43,6167949;Vetement/textile;Enfant;Reparable;3
1887;25/05/17;23:25:17;1,499031369;43,63892177;Outils;NULL;Inconnu;3
1888;26/04/17;09:11:43;1,483314567;43,65639816;Materiaux;Carton;Abime;3
1889;15/12/16;00:18:34;1,356385491;43,65635698;Ameublement;Rangement;Reparable;3
1890;21/11/16;08:33:33;1,499306465;43,55549208;Ameublement;Rangement;Inconnu;2
1891;07/11/16;06:55:39;1,500966855;43,64337075;Electronique;Ordinateur;Bon;1
1892;20/06/17;19:52:43;1,473199173;43,59638848;Ameublement;Literie;Reparable;2
1893;05/11/16;22:33:33;1,44827851;43,61787391;Outils;NULL;Abime;1
1894;14/07/17;17:26:58;1,39908253;43,64384308;Vetement/textile;Enfant;Bon;1
1895;19/05/17;13:14:15;1,484291818;43,55600697;Vetement/textile;Enfant;Bon;2
1896;15/09/16;02:08:40;1,389289433;43,59877323;Ameublement;Fauteuil;Abime;1
1897;29/03/17;19:34:45;1,481060839;43,64905375;Materiaux;Verre;Inconnu;2
1898;23/11/16;09:51:38;1,498545467;43,65165969;Vaisselles;NULL;Abime;4
1899;10/08/17;10:08:07;1,471110457;43,57245575;Vehicules;Pieces detaches;Reparable;1
1900;30/09/17;00:58:29;1,381985496;43,62042052;Vaisselles;NULL;Bon;3
1901;21/09/16;03:04:19;1,382812966;43,58048785;Decos;NULL;Abime;2
1902;03/06/17;15:03:51;1,423292738;43,60463591;Outils;NULL;Abime;2
1903;12/02/17;22:43:33;1,441767908;43,62537163;Electronique;Telephonie;Inconnu;4
1904;18/09/16;07:54:54;1,354220118;43,6495637;Vetement/textile;Femme;Inconnu;3
1905;12/02/17;19:27:59;1,450351007;43,55688984;Ameublement;Table;Bon;2
1906;13/11/16;23:29:29;1,429062117;43,60890512;Vaisselles;NULL;Bon;4
1907;09/03/17;14:17:22;1,508029174;43,54853461;Ameublement;Table;Bon;3
1908;25/05/17;12:39:37;1,505410142;43,58219018;Vetement/textile;Enfant;Bon;1
1909;07/02/17;18:07:51;1,456688102;43,60032784;Outils;NULL;Abime;4
1910;26/11/16;11:34:52;1,503305122;43,53328876;Ameublement;Rangement;Inconnu;1
1911;31/08/17;13:33:34;1,480837512;43,6036553;Vehicules;Autres;Reparable;2
1912;24/06/17;03:44:29;1,355210786;43,60011901;Materiaux;Verre;Inconnu;2
1913;20/10/16;19:09:49;1,359616704;43,63952727;Decos;NULL;Bon;3
1914;07/02/17;22:58:07;1,478118387;43,53331621;Vetement/textile;Homme;Reparable;2
1915;02/06/17;23:27:24;1,382874203;43,60042408;Electromenager;NULL;Inconnu;1
1916;10/11/16;05:37:03;1,498365821;43,56649933;Ameublement;Rangement;Abime;2
1917;21/03/17;04:07:42;1,502175573;43,60758357;Ameublement;Chaise;Reparable;4
1918;06/12/16;14:50:41;1,453582015;43,54648708;Vetement/textile;Homme;Abime;3
1919;05/05/17;23:00:00;1,384891745;43,58315205;Vaisselles;NULL;Reparable;3
1920;13/04/17;07:14:04;1,382177246;43,60478121;Vetement/textile;Enfant;Bon;1
1921;07/03/17;01:12:32;1,360756758;43,53261126;Ameublement;Table;Reparable;1
1922;07/05/17;02:35:37;1,462165769;43,62741539;Divers;NULL;Reparable;1
1923;13/02/17;12:58:10;1,426091881;43,53617705;Vehicules;Velos;Abime;2
1924;04/10/16;08:25:44;1,406396333;43,61577412;Divers;NULL;Reparable;2
1925;24/12/16;00:11:35;1,464582705;43,65885939;Ameublement;Fauteuil;Reparable;2
1926;17/10/16;10:40:40;1,376484614;43,59532425;Vetement/textile;Femme;Inconnu;2
1927;22/09/17;08:06:15;1,42097236;43,62899571;Electromenager;NULL;Bon;1
1928;18/05/17;12:48:10;1,398317119;43,53986867;Vetement/textile;Femme;Bon;4
1929;16/02/17;02:17:11;1,362863417;43,58424407;Vehicules;Pieces detaches;Bon;2
1930;18/06/17;01:55:48;1,356990152;43,651385;Electronique;Telephonie;Bon;4
1931;05/01/17;03:45:21;1,416561432;43,54698858;Ameublement;Chaise;Abime;4
1932;22/10/16;14:51:25;1,496689829;43,53144956;Vehicules;Pieces detaches;Reparable;3
1933;18/08/17;09:59:21;1,359278686;43,59472896;Ameublement;Fauteuil;Inconnu;1
1934;27/12/16;21:49:08;1,427207647;43,61255259;Vehicules;Pieces detaches;Abime;4
1935;07/02/17;06:02:07;1,360459542;43,55675367;Materiaux;Carton;Bon;1
1936;17/03/17;13:03:17;1,371351563;43,54289362;Materiaux;Verre;Bon;3
1937;10/07/17;22:21:18;1,437953462;43,65840292;Outils;NULL;Abime;2
1938;17/12/16;01:03:26;1,417086472;43,58158596;Materiaux;Verre;Bon;4
1939;04/11/16;04:14:34;1,500760332;43,65078331;Ameublement;Table;Abime;3
1940;21/05/17;05:25:47;1,358027331;43,58989563;Ameublement;Literie;Inconnu;4
1941;01/03/17;21:17:39;1,36059475;43,6201328;Ameublement;Literie;Bon;3
1942;02/11/16;15:42:58;1,477224758;43,56705866;Materiaux;Bois;Bon;2
1943;13/03/17;06:52:39;1,385370654;43,60827265;Electronique;Telephonie;Bon;1
1944;22/01/17;03:07:49;1,358373469;43,58852404;Divers;NULL;Abime;3
1945;25/10/16;10:56:08;1,471293483;43,60834592;Electronique;Jeux videos;Bon;2
1946;21/04/17;16:44:29;1,428919899;43,64637821;Vehicules;Pieces detaches;Abime;4
1947;19/09/16;03:14:01;1,348480087;43,59356146;Ameublement;Rangement;Reparable;4
1948;21/01/17;19:00:49;1,467352756;43,60606956;Vehicules;Autres;Abime;1
1949;30/09/16;08:19:14;1,399670297;43,65785208;Decos;NULL;Abime;4
1950;11/04/17;13:27:54;1,344504228;43,64365913;Outils;NULL;Reparable;2
1951;03/06/17;11:33:13;1,419596613;43,5485926;Electronique;Jeux videos;Abime;4
1952;10/04/17;06:57:50;1,414129571;43,63453222;Materiaux;Feraille;Reparable;2
1953;24/01/17;03:47:36;1,482900204;43,52996524;Vetement/textile;Homme;Inconnu;2
1954;27/03/17;23:13:54;1,461028879;43,6261524;Ameublement;Fauteuil;Inconnu;4
1955;07/07/17;07:30:38;1,374322137;43,59002584;Materiaux;Bois;Abime;3
1956;04/07/17;22:47:48;1,488934427;43,58127443;Electromenager;NULL;Abime;2
1957;18/05/17;23:00:55;1,432555303;43,65900183;Vehicules;Autres;Abime;4
1958;03/03/17;18:50:33;1,410850924;43,63188379;Ameublement;Table;Bon;4
1959;21/12/16;20:10:49;1,494613308;43,55909588;Materiaux;Carton;Inconnu;4
1960;22/09/17;02:27:02;1,431839113;43,58091981;Electronique;Ordinateur;Reparable;3
1961;20/02/17;18:50:00;1,39420078;43,65966113;Ameublement;Fauteuil;Inconnu;4
1962;14/06/17;21:40:52;1,446144991;43,53145003;Ameublement;Table;Abime;4
1963;11/06/17;01:14:54;1,417931416;43,55000782;Vehicules;Pieces detaches;Bon;4
1964;18/08/17;13:35:54;1,506607681;43,59638983;Materiaux;Verre;Reparable;3
1965;13/09/17;13:06:14;1,470866354;43,65520662;Ameublement;Table;Reparable;3
1966;04/06/17;12:32:29;1,498621887;43,5406331;Ameublement;Rangement;Inconnu;3
1967;24/09/17;01:04:06;1,425309536;43,53739531;Electronique;Telephonie;Inconnu;2
1968;26/07/17;08:02:53;1,508835373;43,61106325;Materiaux;Bois;Inconnu;2
1969;24/04/17;10:48:20;1,483278161;43,54463579;Outils;NULL;Bon;3
1970;04/12/16;06:25:23;1,460904665;43,54327992;Electromenager;NULL;Inconnu;3
1971;02/10/16;22:53:21;1,344779364;43,63733913;Vetement/textile;Enfant;Bon;2
1972;04/09/17;22:09:16;1,347330422;43,53211881;Ameublement;Table;Inconnu;3
1973;04/09/16;23:19:20;1,472394654;43,54772592;Electronique;Jeux videos;Abime;4
1974;03/02/17;15:39:19;1,451762127;43,57506687;Outils;NULL;Bon;2
1975;05/08/17;19:19:47;1,505540788;43,63556805;Ameublement;Rangement;Reparable;2
1976;16/12/16;12:23:07;1,354068964;43,64123308;Outils;NULL;Inconnu;3
1977;01/03/17;20:19:36;1,458751447;43,61577884;Vehicules;Autres;Inconnu;1
1978;27/06/17;14:08:33;1,462162533;43,57504221;Materiaux;Bois;Inconnu;3
1979;11/08/17;10:18:01;1,459959779;43,59782307;Ameublement;Fauteuil;Bon;3
1980;18/12/16;11:23:39;1,471839828;43,53937898;Materiaux;Bois;Bon;4
1981;07/12/16;16:40:15;1,375376465;43,63268735;Vetement/textile;Homme;Abime;3
1982;29/09/17;12:40:06;1,348758691;43,62735357;Ameublement;Rangement;Inconnu;3
1983;09/12/16;09:28:59;1,35949302;43,55648927;Ameublement;Literie;Abime;4
1984;10/02/17;15:40:13;1,485333091;43,52951709;Vetement/textile;Homme;Inconnu;2
1985;30/07/17;22:21:58;1,41311611;43,60785;Materiaux;Verre;Abime;4
1986;02/04/17;06:16:58;1,430872678;43,65145164;Electronique;Telephonie;Inconnu;3
1987;02/01/17;16:24:30;1,496104835;43,64682518;Materiaux;Bois;Reparable;1
1988;01/02/17;04:26:52;1,393680407;43,55185449;Materiaux;Carton;Bon;1
1989;19/06/17;08:26:07;1,501190893;43,5525526;Materiaux;Bois;Inconnu;2
1990;01/02/17;20:18:12;1,42065063;43,6147336;Ameublement;Fauteuil;Reparable;3
1991;13/07/17;14:14:47;1,377940996;43,56278873;Vaisselles;NULL;Reparable;2
1992;19/04/17;21:19:00;1,43611039;43,60737995;Materiaux;Verre;Reparable;2
1993;22/02/17;07:01:38;1,402657771;43,62082304;Ameublement;Rangement;Inconnu;2
1994;22/03/17;07:51:58;1,496228682;43,61281929;Materiaux;Feraille;Bon;4
1995;19/09/17;00:40:17;1,388500915;43,54476059;Divers;NULL;Bon;1
1996;07/08/17;14:33:14;1,350401469;43,6021791;Materiaux;Bois;Bon;4
1997;28/05/17;22:33:48;1,437228642;43,64939836;Electronique;Jeux videos;Reparable;1
1998;23/04/17;04:48:42;1,406792106;43,52948959;Electronique;Jeux videos;Reparable;1
1999;07/02/17;23:32:26;1,446496503;43,57815539;Divers;NULL;Bon;2
2000;02/09/16;09:05:51;1,373262912;43,62993061;Vehicules;Pieces detaches;Bon;2
2001;12/03/17;08:38:12;1,462859602;43,6450942;Vetement/textile;Enfant;Inconnu;4
2002;10/02/17;00:37:14;1,4679493;43,57239236;Ameublement;Literie;Abime;3
2003;05/09/16;19:51:02;1,490365576;43,54248701;Materiaux;Bois;Inconnu;3
2004;24/10/16;22:30:20;1,490286058;43,63752149;Electromenager;NULL;Inconnu;2
2005;29/08/17;02:47:20;1,476345471;43,63210552;Ameublement;Table;Inconnu;2
2006;17/07/17;16:42:07;1,43534502;43,56019797;Decos;NULL;Abime;2
2007;09/07/17;17:20:56;1,46985875;43,54430826;Ameublement;Fauteuil;Abime;3
2008;29/09/17;01:25:44;1,363617952;43,62250229;Materiaux;Feraille;Inconnu;4
2009;27/05/17;19:09:50;1,493826007;43,55946489;Materiaux;Verre;Abime;1
2010;29/09/17;02:32:35;1,454019494;43,60269838;Ameublement;Table;Bon;1
2011;03/08/17;15:47:09;1,408405099;43,54769514;Materiaux;Verre;Abime;1
2012;27/01/17;18:48:05;1,450098541;43,65967063;Electronique;Ordinateur;Inconnu;1
2013;05/07/17;15:35:20;1,385226351;43,53067739;Vetement/textile;Femme;Inconnu;4
2014;25/09/17;10:54:02;1,392145021;43,64835844;Vehicules;Pieces detaches;Abime;2
2015;20/12/16;23:56:34;1,489451641;43,5827563;Vehicules;Autres;Reparable;1
2016;07/10/16;19:20:03;1,50661846;43,53193944;Vetement/textile;Enfant;Abime;4
2017;23/08/17;08:09:05;1,445176787;43,63582075;Ameublement;Rangement;Abime;1
2018;02/10/16;14:15:19;1,410829409;43,62773072;Decos;NULL;Bon;2
2019;07/09/17;07:32:11;1,490423616;43,55626856;Decos;NULL;Reparable;3
2020;02/07/17;22:17:48;1,351632762;43,57953758;Vehicules;Velos;Inconnu;3
2021;18/09/17;00:23:51;1,377094768;43,66010105;Divers;NULL;Reparable;4
2022;16/12/16;11:45:34;1,488300079;43,62292779;Ameublement;Literie;Abime;2
2023;03/01/17;01:00:12;1,502331654;43,57889119;Vetement/textile;Homme;Reparable;3
2024;22/06/17;20:55:40;1,39640717;43,63801257;Electronique;Ordinateur;Abime;4
2025;21/03/17;00:24:09;1,376365519;43,65317301;Ameublement;Table;Abime;4
2026;06/02/17;14:46:22;1,383727743;43,65255755;Ameublement;Fauteuil;Inconnu;1
2027;16/10/16;15:06:42;1,398022129;43,61042936;Ameublement;Fauteuil;Abime;4
2028;11/09/17;17:49:21;1,398178116;43,62575276;Ameublement;Table;Abime;4
2029;20/10/16;04:56:54;1,379364564;43,55652125;Vehicules;Velos;Bon;2
2030;10/08/17;16:18:07;1,363448529;43,61534254;Vaisselles;NULL;Abime;3
2031;27/11/16;03:44:59;1,403272702;43,65247126;Vaisselles;NULL;Reparable;1
2032;30/05/17;07:40:42;1,504013089;43,61963912;Vehicules;Velos;Abime;2
2033;01/09/17;17:16:48;1,464536586;43,61572153;Materiaux;Carton;Inconnu;2
2034;10/04/17;03:12:06;1,355527175;43,57040393;Ameublement;Table;Inconnu;3
2035;06/02/17;16:02:26;1,489438059;43,61354234;Ameublement;Literie;Reparable;1
2036;01/09/17;10:42:34;1,364735508;43,55942175;Vetement/textile;Enfant;Inconnu;3
2037;16/07/17;00:18:15;1,491967212;43,55011858;Vehicules;Pieces detaches;Bon;1
2038;08/07/17;20:38:39;1,475408121;43,59873425;Ameublement;Fauteuil;Abime;1
2039;20/04/17;11:09:44;1,377856575;43,57570596;Vaisselles;NULL;Abime;4
2040;20/09/16;13:11:37;1,368875224;43,60011235;Electronique;Jeux videos;Inconnu;1
2041;10/05/17;11:45:50;1,41923798;43,63664249;Vaisselles;NULL;Abime;3
2042;04/07/17;12:26:12;1,422205226;43,59308555;Electronique;Telephonie;Reparable;2
2043;01/07/17;05:42:17;1,509686984;43,58577894;Materiaux;Carton;Abime;3
2044;24/09/17;09:41:29;1,495319914;43,5348301;Ameublement;Literie;Inconnu;1
2045;07/06/17;13:41:25;1,474534467;43,61503275;Vaisselles;NULL;Bon;1
2046;09/03/17;10:27:01;1,468574757;43,59556044;Vehicules;Autres;Abime;4
2047;22/08/17;23:54:10;1,436237155;43,5614428;Vaisselles;NULL;Inconnu;4
2048;27/01/17;11:27:43;1,402599586;43,60702312;Ameublement;Chaise;Abime;4
2049;03/03/17;21:56:53;1,434164087;43,57820647;Vetement/textile;Femme;Inconnu;4
2050;02/12/16;12:41:13;1,372832996;43,65563471;Outils;NULL;Bon;4
2051;29/04/17;19:46:17;1,458816682;43,529271;Ameublement;Fauteuil;Abime;3
2052;05/09/17;21:06:54;1,488783214;43,62858698;Materiaux;Verre;Bon;2
2053;07/05/17;15:58:29;1,433585863;43,56768142;Ameublement;Literie;Abime;2
2054;14/09/17;12:00:17;1,433997712;43,64673293;Decos;NULL;Inconnu;2
2055;22/03/17;02:17:57;1,426796686;43,65733352;Ameublement;Fauteuil;Abime;4
2056;16/05/17;10:45:31;1,357088488;43,55440839;Materiaux;Feraille;Abime;4
2057;14/07/17;23:56:30;1,401645069;43,53998519;Vetement/textile;Enfant;Reparable;4
2058;06/12/16;20:39:09;1,482596015;43,64480192;Materiaux;Carton;Reparable;1
2059;11/08/17;17:52:05;1,385435551;43,60351359;Ameublement;Literie;Reparable;3
2060;04/07/17;22:23:44;1,410929049;43,55731015;Vetement/textile;Homme;Abime;3
2061;19/03/17;19:31:46;1,342953153;43,56615872;Materiaux;Carton;Bon;4
2062;02/06/17;21:55:11;1,355799766;43,58960477;Materiaux;Carton;Reparable;4
2063;30/03/17;21:01:29;1,411745974;43,61605788;Vetement/textile;Enfant;Abime;4
2064;05/06/17;17:41:23;1,451560971;43,5479645;Vehicules;Velos;Inconnu;4
2065;17/07/17;03:46:20;1,480388414;43,63905292;Materiaux;Verre;Bon;2
2066;23/12/16;21:24:08;1,479461522;43,62689203;Materiaux;Feraille;Abime;3
2067;15/08/17;06:22:52;1,465259903;43,58793204;Ameublement;Literie;Bon;3
2068;25/01/17;09:32:10;1,392730265;43,56360042;Vehicules;Autres;Reparable;3
2069;19/12/16;15:34:00;1,484684078;43,53505494;Vehicules;Velos;Abime;4
2070;30/01/17;10:19:19;1,488786552;43,62069281;Vehicules;Autres;Abime;1
2071;02/12/16;05:30:45;1,402542028;43,60473655;Materiaux;Bois;Reparable;2
2072;24/09/16;03:10:26;1,473728621;43,64046339;Outils;NULL;Reparable;4
2073;31/01/17;13:13:40;1,483480214;43,56408549;Vehicules;Pieces detaches;Inconnu;3
2074;05/02/17;14:29:30;1,433667848;43,59565905;Vehicules;Velos;Bon;1
2075;03/01/17;15:09:39;1,350844679;43,60227942;Vetement/textile;Homme;Reparable;4
2076;05/12/16;11:51:21;1,358463686;43,53045986;Outils;NULL;Bon;2
2077;07/11/16;13:25:51;1,345669668;43,53479159;Materiaux;Feraille;Inconnu;3
2078;05/07/17;16:17:05;1,400273787;43,58994677;Vetement/textile;Enfant;Inconnu;4
2079;29/09/16;00:28:25;1,452641004;43,61354798;Ameublement;Fauteuil;Reparable;1
2080;29/11/16;16:28:38;1,440643599;43,56547066;Electromenager;NULL;Inconnu;3
2081;04/03/17;03:16:53;1,462072094;43,61919947;Electromenager;NULL;Bon;2
2082;19/03/17;04:11:38;1,346964741;43,63402957;Vetement/textile;Homme;Reparable;1
2083;24/01/17;15:52:40;1,503408748;43,55789936;Electronique;Jeux videos;Reparable;3
2084;23/11/16;21:00:28;1,45465295;43,56979982;Ameublement;Rangement;Abime;2
2085;03/09/16;16:41:46;1,411353166;43,58106356;Ameublement;Literie;Abime;2
2086;02/08/17;07:17:48;1,411874079;43,56439394;Vehicules;Autres;Abime;2
2087;02/08/17;15:41:52;1,487486085;43,57638054;Vaisselles;NULL;Abime;4
2088;12/03/17;09:33:10;1,491412997;43,6076688;Vehicules;Autres;Abime;2
2089;10/03/17;18:28:16;1,353306948;43,5542915;Materiaux;Verre;Bon;2
2090;12/03/17;02:26:32;1,367443359;43,6274832;Materiaux;Verre;Bon;3
2091;03/04/17;01:57:49;1,483524905;43,58234048;Vaisselles;NULL;Inconnu;4
2092;08/02/17;21:20:13;1,500090128;43,60660006;Ameublement;Chaise;Abime;4
2093;17/11/16;20:21:18;1,492337313;43,5382799;Vetement/textile;Femme;Reparable;2
2094;26/08/17;23:21:17;1,420272793;43,5405486;Vetement/textile;Homme;Abime;4
2095;02/03/17;02:04:05;1,416665014;43,54457226;Vetement/textile;Enfant;Inconnu;2
2096;16/04/17;08:58:54;1,508820904;43,53694183;Ameublement;Fauteuil;Abime;1
2097;15/03/17;21:29:03;1,348455426;43,54949288;Vaisselles;NULL;Abime;3
2098;23/09/17;05:12:14;1,442665649;43,60827581;Materiaux;Feraille;Reparable;1
2099;22/12/16;13:04:04;1,465202405;43,56753575;Vetement/textile;Femme;Inconnu;1
2100;18/09/17;10:15:12;1,502512365;43,56407178;Vetement/textile;Enfant;Inconnu;2
2101;02/01/17;07:53:17;1,500983371;43,62619603;Electronique;Ordinateur;Bon;4
2102;18/08/17;16:38:25;1,38226251;43,55839317;Vehicules;Pieces detaches;Abime;4
2103;16/02/17;05:03:11;1,420373874;43,54835925;Vaisselles;NULL;Inconnu;2
2104;22/07/17;11:45:29;1,381398012;43,60260611;Materiaux;Bois;Bon;1
2105;27/07/17;06:32:53;1,454091708;43,55793009;Ameublement;Literie;Abime;4
2106;11/06/17;07:21:10;1,486932093;43,64444934;Vehicules;Autres;Bon;2
2107;13/03/17;22:19:11;1,432659321;43,60419057;Vehicules;Autres;Abime;3
2108;13/08/17;18:37:08;1,398100279;43,60837502;Electronique;Ordinateur;Reparable;3
2109;20/06/17;02:27:08;1,457029337;43,57729432;Vaisselles;NULL;Bon;3
2110;13/10/16;01:00:27;1,440734616;43,61318173;Materiaux;Feraille;Inconnu;4
2111;03/10/17;22:16:18;1,390842589;43,62930927;Materiaux;Feraille;Abime;4
2112;29/10/16;03:28:24;1,464819718;43,60652989;Materiaux;Bois;Inconnu;3
2113;08/05/17;01:33:29;1,440179186;43,60461142;Electronique;Ordinateur;Abime;3
2114;26/09/17;11:56:05;1,470197217;43,5589369;Materiaux;Bois;Inconnu;4
2115;21/09/16;01:28:57;1,454560311;43,65230832;Vetement/textile;Femme;Inconnu;1
2116;16/04/17;19:30:23;1,372515525;43,57993748;Outils;NULL;Abime;4
2117;08/03/17;18:41:20;1,455170911;43,6057218;Ameublement;Literie;Abime;3
2118;08/11/16;13:21:35;1,410842709;43,64563762;Decos;NULL;Bon;3
2119;23/09/17;10:46:06;1,374289987;43,55077818;Vaisselles;NULL;Reparable;2
2120;04/07/17;04:31:40;1,482945382;43,59710816;Materiaux;Verre;Reparable;2
2121;21/09/16;07:39:14;1,424471537;43,64117653;Decos;NULL;Abime;4
2122;02/10/16;11:20:03;1,447700539;43,63485312;Ameublement;Literie;Inconnu;3
2123;05/04/17;07:04:36;1,418537116;43,59587024;Outils;NULL;Inconnu;2
2124;24/01/17;02:03:53;1,384224249;43,56838391;Decos;NULL;Bon;2
2125;24/07/17;01:51:13;1,448823038;43,62430563;Vaisselles;NULL;Reparable;4
2126;02/07/17;22:45:18;1,387410473;43,6002426;Ameublement;Fauteuil;Reparable;1
2127;14/10/16;11:23:19;1,365252287;43,61098884;Vehicules;Autres;Reparable;3
2128;27/08/17;18:09:05;1,454372054;43,57033592;Ameublement;Rangement;Reparable;2
2129;08/01/17;08:42:32;1,342968494;43,61850939;Ameublement;Rangement;Bon;2
2130;15/06/17;09:34:45;1,344464978;43,60806766;Ameublement;Literie;Bon;1
2131;21/09/17;20:35:44;1,465929392;43,54773294;Vehicules;Pieces detaches;Abime;4
2132;05/07/17;20:14:40;1,432066719;43,57789366;Electronique;Jeux videos;Reparable;4
2133;14/12/16;11:26:02;1,509915513;43,57783578;Electronique;Ordinateur;Bon;3
2134;26/09/16;01:33:27;1,464528646;43,58155552;Materiaux;Bois;Inconnu;3
2135;01/11/16;19:42:48;1,4624752;43,60367003;Ameublement;Table;Bon;2
2136;08/02/17;23:44:21;1,450268855;43,57010984;Vehicules;Pieces detaches;Bon;2
2137;08/12/16;05:43:03;1,437682582;43,64487122;Electromenager;NULL;Inconnu;3
2138;25/02/17;20:07:04;1,417729978;43,5687761;Vetement/textile;Homme;Abime;1
2139;02/02/17;18:01:01;1,420486099;43,54747867;Electronique;Ordinateur;Inconnu;3
2140;17/08/17;08:31:45;1,456904183;43,64425486;Electromenager;NULL;Reparable;1
2141;04/10/17;13:31:36;1,448179258;43,54667418;Ameublement;Literie;Bon;2
2142;22/09/17;18:53:34;1,388690546;43,64121085;Materiaux;Verre;Inconnu;4
2143;09/07/17;21:18:11;1,448144953;43,595645;Materiaux;Carton;Abime;3
2144;29/05/17;12:13:01;1,419929456;43,5581218;Ameublement;Table;Abime;3
2145;30/12/16;05:30:28;1,4864437;43,54472404;Materiaux;Carton;Inconnu;1
2146;03/09/17;15:45:06;1,433229566;43,59438521;Divers;NULL;Abime;3
2147;29/09/17;09:39:36;1,442726965;43,62158245;Electronique;Jeux videos;Inconnu;4
2148;09/07/17;09:21:27;1,35009055;43,56870422;Ameublement;Fauteuil;Bon;2
2149;14/01/17;00:31:04;1,365636112;43,63777166;Vetement/textile;Enfant;Inconnu;3
2150;12/09/16;13:49:37;1,414067491;43,54885564;Decos;NULL;Abime;1
2151;18/07/17;21:08:37;1,485127891;43,54458347;Ameublement;Literie;Inconnu;2
2152;02/01/17;02:40:15;1,437607397;43,52949471;Outils;NULL;Reparable;1
2153;19/09/17;10:48:13;1,446449735;43,6219349;Materiaux;Bois;Inconnu;4
2154;24/09/16;07:44:51;1,360583874;43,61517387;Vehicules;Autres;Reparable;4
2155;14/09/16;11:10:43;1,464137271;43,59495192;Vehicules;Autres;Inconnu;3
2156;19/10/16;23:21:45;1,435727707;43,64029151;Materiaux;Bois;Reparable;3
2157;03/03/17;17:18:49;1,475089637;43,53064811;Vaisselles;NULL;Reparable;2
2158;22/11/16;12:48:56;1,470991716;43,53914402;Ameublement;Table;Reparable;2
2159;02/02/17;13:48:35;1,345270417;43,62222724;Ameublement;Literie;Abime;3
2160;09/10/16;00:25:59;1,423726283;43,54702595;Ameublement;Fauteuil;Bon;3
2161;17/11/16;16:48:12;1,414873715;43,59104782;Materiaux;Carton;Bon;1
2162;07/08/17;23:47:12;1,407902994;43,57964414;Divers;NULL;Inconnu;4
2163;09/01/17;07:49:34;1,465016622;43,65102264;Vehicules;Pieces detaches;Inconnu;4
2164;06/06/17;18:23:58;1,452918683;43,56053918;Decos;NULL;Abime;3
2165;07/05/17;06:06:18;1,418681804;43,65149032;Electromenager;NULL;Bon;2
2166;11/01/17;17:26:37;1,370554977;43,56031084;Decos;NULL;Abime;3
2167;21/07/17;02:19:06;1,359144895;43,6519473;Divers;NULL;Reparable;2
2168;26/03/17;18:12:47;1,40407292;43,6308186;Vehicules;Pieces detaches;Abime;1
2169;03/07/17;00:07:42;1,432815183;43,57938604;Vetement/textile;Homme;Reparable;3
2170;28/07/17;01:47:31;1,456603408;43,64159141;Electronique;Ordinateur;Abime;1
2171;19/09/16;05:45:49;1,399920204;43,56179646;Vehicules;Pieces detaches;Bon;3
2172;20/08/17;20:23:14;1,500989319;43,55506682;Decos;NULL;Abime;2
2173;20/01/17;03:27:28;1,454189357;43,63583422;Vetement/textile;Enfant;Reparable;3
2174;06/03/17;03:35:23;1,421650831;43,60258247;Electronique;Jeux videos;Abime;2
2175;20/02/17;20:03:58;1,431506243;43,59014587;Vehicules;Velos;Bon;4
2176;07/04/17;03:16:38;1,437155759;43,65270819;Materiaux;Feraille;Inconnu;4
2177;20/06/17;02:43:31;1,430035945;43,60666841;Electronique;Jeux videos;Inconnu;4
2178;30/08/17;10:35:55;1,400134125;43,63373552;Electromenager;NULL;Abime;1
2179;31/10/16;03:26:32;1,348865474;43,5633142;Ameublement;Rangement;Abime;1
2180;22/09/17;06:27:16;1,44726104;43,59520711;Materiaux;Carton;Abime;2
2181;06/12/16;21:48:27;1,39046619;43,59829085;Materiaux;Verre;Abime;4
2182;14/08/17;08:01:53;1,38711028;43,62839539;Ameublement;Rangement;Inconnu;1
2183;12/12/16;16:24:31;1,387503602;43,53084436;Decos;NULL;Reparable;1
2184;28/08/17;22:23:42;1,450712512;43,5670399;Electronique;Jeux videos;Bon;2
2185;01/09/17;23:44:58;1,453922373;43,60537074;Outils;NULL;Reparable;1
2186;10/07/17;23:13:46;1,390636696;43,59105552;Vetement/textile;Enfant;Bon;3
2187;14/12/16;09:08:04;1,491483354;43,54818085;Materiaux;Feraille;Abime;2
2188;30/03/17;03:45:31;1,393090604;43,60289753;Materiaux;Feraille;Reparable;4
2189;13/08/17;00:59:27;1,38679646;43,56538818;Ameublement;Table;Inconnu;3
2190;16/04/17;22:35:04;1,417190385;43,62117281;Ameublement;Fauteuil;Reparable;2
2191;06/05/17;05:23:19;1,410210245;43,56810459;Decos;NULL;Bon;3
2192;25/01/17;11:56:11;1,447268938;43,60461232;Materiaux;Carton;Bon;4
2193;06/02/17;09:43:35;1,436727633;43,54256506;Vaisselles;NULL;Abime;2
2194;16/05/17;22:49:20;1,43476149;43,62713846;Outils;NULL;Inconnu;3
2195;11/06/17;14:24:33;1,460946027;43,53150815;Electronique;Ordinateur;Inconnu;2
2196;19/06/17;05:00:27;1,402202197;43,65881592;Materiaux;Bois;Abime;4
2197;20/04/17;17:19:26;1,362000118;43,63634506;Ameublement;Chaise;Reparable;2
